LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME_OF_PROD,VALUE_PROD,Flag Codes
TGO,OILPROD,TOT,KTOE,A,2007,0,
TGO,OILPROD,TOT,KTOE,A,2008,0,
TGO,OILPROD,TOT,KTOE,A,2009,0,
TGO,OILPROD,TOT,KTOE,A,2010,0,
TGO,OILPROD,TOT,KTOE,A,2011,0,
TGO,OILPROD,TOT,KTOE,A,2012,0,
TGO,OILPROD,TOT,KTOE,A,2013,0,
TGO,OILPROD,TOT,KTOE,A,2014,0,
TGO,OILPROD,TOT,KTOE,A,2015,0,
TGO,OILPROD,TOT,KTOE,A,2016,0,
TGO,OILPROD,TOT,KTOE,A,2017,0,
TTO,OILPROD,TOT,KTOE,A,2000,6178.134,
TTO,OILPROD,TOT,KTOE,A,2001,5879.469,
TTO,OILPROD,TOT,KTOE,A,2002,6776.474,
TTO,OILPROD,TOT,KTOE,A,2003,6990.383,
TTO,OILPROD,TOT,KTOE,A,2004,6374.89,
TTO,OILPROD,TOT,KTOE,A,2005,7488.831,
TTO,OILPROD,TOT,KTOE,A,2006,7441.408,
TTO,OILPROD,TOT,KTOE,A,2007,6290.134,
TTO,OILPROD,TOT,KTOE,A,2008,5927.901,
TTO,OILPROD,TOT,KTOE,A,2009,5558.606,
TTO,OILPROD,TOT,KTOE,A,2010,5092.446,
TTO,OILPROD,TOT,KTOE,A,2011,4781.672,
TTO,OILPROD,TOT,KTOE,A,2012,4263.044,
TTO,OILPROD,TOT,KTOE,A,2013,4221.675,
TTO,OILPROD,TOT,KTOE,A,2014,4226.72,
TTO,OILPROD,TOT,KTOE,A,2015,4091.513,
TTO,OILPROD,TOT,KTOE,A,2016,3728.272,
TTO,OILPROD,TOT,KTOE,A,2017,3780.74,
TUN,OILPROD,TOT,KTOE,A,2000,3740.957,
TUN,OILPROD,TOT,KTOE,A,2001,3420.627,
TUN,OILPROD,TOT,KTOE,A,2002,3553.497,
TUN,OILPROD,TOT,KTOE,A,2003,3230.077,
TUN,OILPROD,TOT,KTOE,A,2004,3412.387,
TUN,OILPROD,TOT,KTOE,A,2005,3479.337,
TUN,OILPROD,TOT,KTOE,A,2006,3357.797,
TUN,OILPROD,TOT,KTOE,A,2007,4686.496,
TUN,OILPROD,TOT,KTOE,A,2008,4277.586,
TUN,OILPROD,TOT,KTOE,A,2009,4031.416,
TUN,OILPROD,TOT,KTOE,A,2010,3807.906,
TUN,OILPROD,TOT,KTOE,A,2011,3333.077,
TUN,OILPROD,TOT,KTOE,A,2012,3288.787,
TUN,OILPROD,TOT,KTOE,A,2013,2967.427,
TUN,OILPROD,TOT,KTOE,A,2014,2649.158,
TUN,OILPROD,TOT,KTOE,A,2015,2404.018,
TUN,OILPROD,TOT,KTOE,A,2016,2262.908,
TUN,OILPROD,TOT,KTOE,A,2017,1907.558,
TKM,OILPROD,TOT,KTOE,A,2000,7216.847,
TKM,OILPROD,TOT,KTOE,A,2001,7700.248,
TKM,OILPROD,TOT,KTOE,A,2002,9054.977,
TKM,OILPROD,TOT,KTOE,A,2003,10053.939,
TKM,OILPROD,TOT,KTOE,A,2004,10101.173,
TKM,OILPROD,TOT,KTOE,A,2005,9567.523,
TKM,OILPROD,TOT,KTOE,A,2006,8361.532,
TKM,OILPROD,TOT,KTOE,A,2007,9135.376,
TKM,OILPROD,TOT,KTOE,A,2008,9848.92,
TKM,OILPROD,TOT,KTOE,A,2009,9598.677,
TKM,OILPROD,TOT,KTOE,A,2010,9828.821,
TKM,OILPROD,TOT,KTOE,A,2011,10517.24,
TKM,OILPROD,TOT,KTOE,A,2012,10957.426,
TKM,OILPROD,TOT,KTOE,A,2013,11709.16,
TKM,OILPROD,TOT,KTOE,A,2014,11858.904,
TKM,OILPROD,TOT,KTOE,A,2015,12110.152,
TKM,OILPROD,TOT,KTOE,A,2016,11135.31,
TKM,OILPROD,TOT,KTOE,A,2017,10379.556,
UZB,OILPROD,TOT,KTOE,A,2000,7546.484,
UZB,OILPROD,TOT,KTOE,A,2001,7224.887,
UZB,OILPROD,TOT,KTOE,A,2002,7090.218,
UZB,OILPROD,TOT,KTOE,A,2003,7723.363,
UZB,OILPROD,TOT,KTOE,A,2004,7916.321,
UZB,OILPROD,TOT,KTOE,A,2005,5426.956,
UZB,OILPROD,TOT,KTOE,A,2006,5426.956,
UZB,OILPROD,TOT,KTOE,A,2007,4924.46,
UZB,OILPROD,TOT,KTOE,A,2008,4823.961,
UZB,OILPROD,TOT,KTOE,A,2009,4522.463,
UZB,OILPROD,TOT,KTOE,A,2010,3788.819,
UZB,OILPROD,TOT,KTOE,A,2011,3567.721,
UZB,OILPROD,TOT,KTOE,A,2012,3180.799,
UZB,OILPROD,TOT,KTOE,A,2013,3011.961,
UZB,OILPROD,TOT,KTOE,A,2014,2835.082,
UZB,OILPROD,TOT,KTOE,A,2015,2633.079,
UZB,OILPROD,TOT,KTOE,A,2016,2430.07,
UZB,OILPROD,TOT,KTOE,A,2017,2328.566,
VEN,OILPROD,TOT,KTOE,A,2000,170920.626,
VEN,OILPROD,TOT,KTOE,A,2001,169384.122,
VEN,OILPROD,TOT,KTOE,A,2002,155866.515,
VEN,OILPROD,TOT,KTOE,A,2003,137562.025,
VEN,OILPROD,TOT,KTOE,A,2004,174434.926,
VEN,OILPROD,TOT,KTOE,A,2005,180931.412,
VEN,OILPROD,TOT,KTOE,A,2006,183927.489,
VEN,OILPROD,TOT,KTOE,A,2007,157998.175,
VEN,OILPROD,TOT,KTOE,A,2008,161640.695,
VEN,OILPROD,TOT,KTOE,A,2009,163475.311,
VEN,OILPROD,TOT,KTOE,A,2010,161789.216,
VEN,OILPROD,TOT,KTOE,A,2011,162239.055,
VEN,OILPROD,TOT,KTOE,A,2012,157950.092,
VEN,OILPROD,TOT,KTOE,A,2013,156394.355,
VEN,OILPROD,TOT,KTOE,A,2014,150325.269,
VEN,OILPROD,TOT,KTOE,A,2015,149089.013,
VEN,OILPROD,TOT,KTOE,A,2016,134000.711,
VEN,OILPROD,TOT,KTOE,A,2017,117662.262,
YEM,OILPROD,TOT,KTOE,A,2000,21531.864,
YEM,OILPROD,TOT,KTOE,A,2001,21570.889,
YEM,OILPROD,TOT,KTOE,A,2002,21553.43,
YEM,OILPROD,TOT,KTOE,A,2003,21196.038,
YEM,OILPROD,TOT,KTOE,A,2004,19878.41,
YEM,OILPROD,TOT,KTOE,A,2005,19689.444,
YEM,OILPROD,TOT,KTOE,A,2006,17969.237,
YEM,OILPROD,TOT,KTOE,A,2007,15724.238,
YEM,OILPROD,TOT,KTOE,A,2008,14033.813,
YEM,OILPROD,TOT,KTOE,A,2009,13687.717,
YEM,OILPROD,TOT,KTOE,A,2010,13010.931,
YEM,OILPROD,TOT,KTOE,A,2011,9670.134,
YEM,OILPROD,TOT,KTOE,A,2012,7595.615,
YEM,OILPROD,TOT,KTOE,A,2013,8506.555,
YEM,OILPROD,TOT,KTOE,A,2014,7140.659,
YEM,OILPROD,TOT,KTOE,A,2015,1451.136,
YEM,OILPROD,TOT,KTOE,A,2016,890.4,
YEM,OILPROD,TOT,KTOE,A,2017,1836.257,
ZWE,OILPROD,TOT,KTOE,A,2000,0,
ZWE,OILPROD,TOT,KTOE,A,2001,0,
ZWE,OILPROD,TOT,KTOE,A,2002,0,
ZWE,OILPROD,TOT,KTOE,A,2003,0,
ZWE,OILPROD,TOT,KTOE,A,2004,0,
ZWE,OILPROD,TOT,KTOE,A,2005,0,
ZWE,OILPROD,TOT,KTOE,A,2006,0,
ZWE,OILPROD,TOT,KTOE,A,2007,0,
ZWE,OILPROD,TOT,KTOE,A,2008,0,
ZWE,OILPROD,TOT,KTOE,A,2009,0,
ZWE,OILPROD,TOT,KTOE,A,2010,0,
ZWE,OILPROD,TOT,KTOE,A,2011,0,
ZWE,OILPROD,TOT,KTOE,A,2012,0,
ZWE,OILPROD,TOT,KTOE,A,2013,0,
ZWE,OILPROD,TOT,KTOE,A,2014,0,
ZWE,OILPROD,TOT,KTOE,A,2015,0,
ZWE,OILPROD,TOT,KTOE,A,2016,0,
ZWE,OILPROD,TOT,KTOE,A,2017,0,
